carid,price
41711.0,6.88
41724.0,3.0
41727.0,3.33
41729.0,3.98
41738.0,35.3
41742.0,41.6
41743.0,1.99
41746.0,1.99
41748.0,7.1
41750.0,5.9
41753.0,2.2
41761.0,18.8
41767.0,19.0
41774.0,19.58
41776.0,12.58
41788.0,10.8
41790.0,13.2
41803.0,12.58
41813.0,12.3
41822.0,11.2
41825.0,10.6
41827.0,10.8
41832.0,0.9
41846.0,4.8
41847.0,3.98
41851.0,6.0
41880.0,16.98
41881.0,15.2
41898.0,18.4
41900.0,8.6
41905.0,10.6
41907.0,17.58
41915.0,16.5
41925.0,2.48
41941.0,7.28
41945.0,15.8
41948.0,15.5
41949.0,15.55
41953.0,17.8
41955.0,47.0
41977.0,18.4
41995.0,6.8
42010.0,15.5
42016.0,3.2
42020.0,3.7
42035.0,6.58
42038.0,1.7
42040.0,10.5
42070.0,20.6
42071.0,7.88
42072.0,6.88
42112.0,6.78
42121.0,7.3
42123.0,6.68
42124.0,5.9
42146.0,35.5
42150.0,33.8
42162.0,34.5
42164.0,35.7
42168.0,38.5
42170.0,36.5
42179.0,35.5
42183.0,37.8
42184.0,33.58
42185.0,34.8
42186.0,36.5
42199.0,2.58
42200.0,2.7799
42210.0,5.5
42212.0,12.18
42223.0,10.68
42245.0,5.8
42255.0,5.9
42257.0,6.9
42259.0,7.2
42262.0,5.08
42274.0,5.8
42276.0,7.5
42277.0,5.8
42280.0,6.66
42281.0,5.2
42283.0,5.88
42284.0,4.98
42291.0,6.1
42294.0,4.9
42297.0,7.38
42301.0,7.38
42308.0,5.1
42309.0,4.71
42310.0,2.2
42320.0,12.88
42324.0,4.488
42329.0,2.9
42337.0,4.9
42340.0,8.38
42341.0,7.88
42346.0,4.6
42352.0,1.2
42372.0,9.58
42373.0,8.88
42394.0,8.58
42395.0,7.1
42397.0,8.0
42400.0,8.6
42402.0,8.2
42415.0,8.98
42417.0,9.4
42420.0,73.0
42421.0,83.3
42446.0,9.58
42455.0,14.0
42463.0,9.8
42475.0,32.5
42479.0,10.3
42490.0,52.0
42491.0,53.98
42512.0,13.48
42521.0,11.2
42531.0,11.8
42540.0,12.5
42554.0,5.2
42561.0,55.88
42583.0,11.5
42587.0,10.58
42606.0,9.8
42645.0,3.28
42656.0,4.0
42658.0,2.8
42670.0,3.9
42672.0,3.55
42675.0,11.78
42680.0,12.58
42693.0,33.8
42695.0,10.98
42696.0,24.2
42722.0,26.8
42731.0,3.68
42736.0,3.68
42740.0,2.98
42742.0,3.88
42753.0,5.9899
42759.0,24.68
42761.0,24.8
42764.0,23.8
42771.0,2.8
42787.0,9.5
42791.0,10.43
42793.0,9.78
42798.0,6.7
42800.0,7.5
42817.0,15.7
42834.0,78.88
42840.0,21.5
42843.0,23.5
42845.0,23.18
42851.0,23.5
42854.0,20.8
42858.0,18.8799
42860.0,34.8
42875.0,12.5
42882.0,15.8
42909.0,6.5
42921.0,2.98
42945.0,54.0
42950.0,7.8
42956.0,7.2
42971.0,22.8
42978.0,18.38
42991.0,18.98
43025.0,2.8
43028.0,27.8
43030.0,24.98
43051.0,4.8
43052.0,5.98
43066.0,5.48
43076.0,8.2
43079.0,5.8
43081.0,29.8
43082.0,29.8
43103.0,12.3
43124.0,8.68
43126.0,6.88
43128.0,7.9
43140.0,4.65
43151.0,10.98
43155.0,7.68
43160.0,32.8
43162.0,47.0
43163.0,28.83
43173.0,15.6
43179.0,5.88
43186.0,6.6
43194.0,28.4
43208.0,6.58
43215.0,5.9
43217.0,8.38
43221.0,7.98
43227.0,33.8
43239.0,3.0
43242.0,3.8
43244.0,2.98
43248.0,3.88
43263.0,14.5
43267.0,13.9
43273.0,14.38
43279.0,14.7
43287.0,12.8
43292.0,11.7
43297.0,71.8
43298.0,4.18
43307.0,12.58
43314.0,2.2
43315.0,2.6
43322.0,3.5
43324.0,2.68
43326.0,2.18
43329.0,2.68
43336.0,3.38
43338.0,14.8
43356.0,21.2
43360.0,21.28
43371.0,22.0
43372.0,20.98
43394.0,0.89
43399.0,21.3799
43404.0,1.8
43407.0,3.68
43423.0,2.38
43426.0,2.2799
43427.0,2.48
43433.0,2.35
43456.0,8.88
43458.0,7.9
43462.0,10.0
43464.0,11.0
43467.0,25.98
43469.0,34.68
43473.0,7.3
43478.0,1.68
43479.0,2.35
43484.0,1.6
43502.0,10.9
43511.0,12.0
43518.0,11.25
43558.0,3.98
43570.0,12.38
43581.0,6.8
43596.0,21.98
43608.0,26.0
43609.0,22.98
43611.0,22.38
43612.0,22.5
43614.0,22.98
43616.0,25.68
43619.0,24.3799
43638.0,22.98
43659.0,22.88
43665.0,22.5
43692.0,11.5
43699.0,28.5
43700.0,29.5
43708.0,11.0
43718.0,74.88
43745.0,8.6
43747.0,9.5
43766.0,9.98
43768.0,8.88
43783.0,2.48
43784.0,3.68
43792.0,3.18
43796.0,9.38
43801.0,13.3
43803.0,9.99
43804.0,12.4
43816.0,13.5
43817.0,12.8
43818.0,2.6
43834.0,7.49
43840.0,28.88
43842.0,27.88
43854.0,22.8
43869.0,23.85
43874.0,23.8
43896.0,11.68
43898.0,11.6
43917.0,29.8
43921.0,25.8
43923.0,28.9
43930.0,1.8
43933.0,13.98
43936.0,5.98
43942.0,28.8
43947.0,28.3
43950.0,36.6
43951.0,6.68
43952.0,6.9
43961.0,8.68
43965.0,13.88
43987.0,6.48
43989.0,7.88
43990.0,7.88
43995.0,7.6
43998.0,7.0
44001.0,6.9
44010.0,23.0
44029.0,17.5
44036.0,9.8
44087.0,2.38
44135.0,18.28
44138.0,17.6
44142.0,16.8
44143.0,18.9
44151.0,20.28
44213.0,3.8
44220.0,4.9
44240.0,5.2
44245.0,4.2
44250.0,5.5
44254.0,4.1
44273.0,4.58
44304.0,8.0
44309.0,3.89
44322.0,11.28
44342.0,4.5
44343.0,4.5
44347.0,4.28
44365.0,33.58
44379.0,17.0
44384.0,20.8
44397.0,4.55
44405.0,5.58
44430.0,20.0
44432.0,17.6
44464.0,10.9799
44469.0,1.6
44475.0,4.38
44476.0,3.88
44485.0,1.88
44494.0,3.95
44499.0,1.16
44501.0,9.3
44505.0,11.63
44509.0,9.6
44510.0,23.8
44513.0,2.95
44514.0,2.5
44515.0,1.99
44517.0,2.96
44531.0,13.6
44535.0,12.8
44536.0,12.9
44541.0,12.16
44569.0,7.68
44579.0,9.58
44580.0,62.0
44583.0,51.5
44585.0,55.8
44586.0,69.58
44595.0,65.8
44604.0,60.8
44617.0,34.5
44629.0,36.1
44634.0,12.28
44638.0,46.3
44649.0,2.6
44652.0,3.88
44653.0,4.0
44654.0,3.28
44655.0,4.38
44658.0,4.88
44660.0,3.88
44662.0,4.0
44685.0,23.0
44687.0,22.3799
44688.0,0.45
44694.0,5.38
44706.0,4.5
44727.0,2.35
44736.0,7.68
44740.0,8.5
44744.0,9.45
44755.0,45.0
44759.0,7.0
44761.0,28.5
44764.0,6.6
44765.0,6.8
44767.0,7.0
44772.0,7.18
44781.0,6.18
44806.0,2.9
44845.0,6.38
44853.0,4.0
44881.0,9.88
44883.0,11.8
44899.0,6.8
44914.0,6.18
44946.0,14.2
44950.0,13.8
44959.0,12.8
44972.0,3.66
44977.0,12.78
44980.0,2.48
44981.0,1.99
44996.0,11.9
44998.0,10.3
45000.0,13.58
45015.0,18.68
45018.0,4.5
45042.0,12.08
45046.0,1.7
45049.0,5.98
45051.0,11.3
45097.0,36.0
45104.0,2.4
45109.0,5.98
45115.0,1.3
45121.0,53.0
45125.0,35.88
45139.0,10.98
45143.0,10.5
45170.0,12.98
45175.0,2.95
45176.0,4.3
45189.0,1.98
45190.0,2.9
45195.0,1.9
45198.0,1.5
45209.0,12.38
45212.0,11.0
45225.0,5.28
45229.0,3.8
45234.0,12.6
45235.0,9.0
45242.0,10.8
45257.0,8.7
45258.0,0.98
45263.0,1.48
45265.0,31.8
45266.0,5.78
45272.0,1.98
45273.0,1.65
45279.0,5.98
45281.0,7.88
45293.0,18.8
45310.0,2.5
45333.0,24.5
45340.0,4.0
45341.0,4.28
45344.0,2.18
45345.0,4.0
45352.0,15.0
45354.0,5.0
45358.0,1.58
45363.0,1.58
45367.0,11.86
45378.0,95.5
45381.0,14.69
45401.0,4.2
45409.0,5.8
45423.0,3.4
45429.0,2.8
45448.0,1.88
45451.0,8.0
45467.0,14.88
45468.0,14.58
45475.0,23.5
45494.0,6.8
45511.0,14.98
45519.0,15.18
45521.0,17.2
45533.0,15.8
45535.0,13.38
45560.0,15.85
45562.0,13.98
45564.0,14.7
45579.0,14.3
45588.0,12.5
45595.0,13.98
45611.0,10.0
45617.0,13.5
45619.0,3.2
45621.0,3.1
45626.0,3.2
45627.0,3.15
45648.0,11.5
45656.0,11.0
45659.0,10.8
45660.0,10.78
45661.0,10.9
45662.0,11.98
45671.0,9.68
45687.0,5.8
45688.0,20.5798
45694.0,11.9
45718.0,13.5
45725.0,4.15
45728.0,2.5
45735.0,20.0
45737.0,29.2
45754.0,8.85
45758.0,0.45
45768.0,8.8
45774.0,4.98
45779.0,1.58
45804.0,9.0
45813.0,10.6
45816.0,8.28
45831.0,3.88
45841.0,21.37
45856.0,8.8
45858.0,7.9
45899.0,38.8
45905.0,22.0
45910.0,8.2
45934.0,15.88
45964.0,33.6
45972.0,5.98
45986.0,33.5
45992.0,33.48
45995.0,36.38
46009.0,11.8
46025.0,9.8
46027.0,11.58
46037.0,8.68
46063.0,9.2
46069.0,10.8
46075.0,9.98
46080.0,11.58
46085.0,13.68
46089.0,11.8
46090.0,10.8
46107.0,2.2799
46108.0,2.2
46115.0,2.88
46123.0,4.8
46124.0,4.8
46125.0,2.18
46140.0,13.8
46158.0,9.1
46163.0,36.0
46165.0,1.88
46177.0,6.89
46180.0,19.2
46183.0,7.0
46212.0,36.8
46213.0,43.8
46244.0,5.1
46245.0,4.88
46256.0,4.08
46271.0,4.99
46278.0,4.99
46281.0,4.98
46284.0,5.58
46292.0,5.18
46294.0,6.6
46300.0,6.2
46306.0,6.9
46307.0,5.75
46310.0,4.98
46317.0,5.8
46323.0,5.98
46332.0,6.5
46358.0,6.4
46361.0,5.58
46372.0,4.9
46376.0,5.26
46378.0,5.68
46379.0,5.6
46385.0,5.0
46392.0,4.82
46397.0,1.35
46399.0,1.98
46445.0,6.58
46451.0,5.9
46456.0,5.38
46468.0,5.98
46479.0,6.88
46489.0,2.6
46490.0,4.6
46492.0,5.5
46498.0,3.8
46502.0,4.3
46503.0,3.88
46512.0,5.8
46516.0,5.88
46520.0,5.6
46531.0,6.68
46532.0,5.68
46538.0,5.88
46579.0,3.2
46587.0,29.78
46593.0,7.5
46595.0,30.8
46596.0,30.0
46600.0,17.8
46607.0,10.8
46611.0,10.8
46624.0,10.0
46629.0,1.95
46630.0,1.5
46633.0,1.68
46636.0,1.8
46653.0,1.2
46685.0,37.6
46695.0,36.0
46701.0,11.3
46712.0,6.55
46733.0,3.98
46738.0,25.0
46747.0,8.99
46748.0,8.6
46749.0,9.5
46750.0,9.2
46751.0,9.2
46756.0,14.0
46760.0,31.98
46768.0,6.59
46779.0,8.65
46781.0,9.48
46788.0,99.0
46796.0,16.28
46799.0,13.78
46808.0,15.8
46814.0,19.8
46863.0,24.3
46892.0,3.9
46895.0,4.88
46904.0,8.8
46907.0,4.9
46909.0,5.28
46912.0,5.48
46915.0,6.5
46918.0,6.88
46921.0,6.5
46927.0,5.98
46938.0,6.35
46939.0,6.0
46941.0,25.5
46962.0,15.6
46981.0,19.6
46984.0,27.0
46988.0,34.0
46996.0,0.98
46998.0,0.5
47024.0,18.5
47031.0,33.5
47037.0,13.88
47064.0,26.8
47082.0,2.3
47087.0,3.8
47116.0,3.2
47119.0,2.85
47130.0,29.9
47143.0,13.58
47149.0,3.96
47153.0,6.99
47161.0,7.8
47162.0,7.8
47165.0,6.2
47166.0,8.3
47168.0,7.2
47173.0,7.8
47176.0,8.0
47180.0,9.7
47183.0,40.2
47184.0,41.8
47185.0,37.0
47190.0,39.9
47194.0,5.08
47221.0,8.5
47226.0,25.5
47232.0,3.4
47244.0,28.0
47272.0,28.3
47280.0,30.58
47286.0,27.98
47306.0,7.5
47313.0,4.0
47329.0,4.5
47335.0,5.1
47354.0,6.0
47358.0,9.6
47365.0,4.6
47372.0,2.0
47373.0,2.68
47388.0,4.6
47389.0,4.5
47403.0,4.88
47404.0,4.6
47405.0,4.28
47410.0,4.6
47426.0,3.3
47436.0,21.28
47437.0,22.88
47439.0,19.6
47441.0,22.38
47450.0,22.0
47453.0,21.3
47460.0,5.5
47471.0,2.38
47485.0,28.6
47493.0,19.8
47523.0,9.0
47526.0,8.6
47537.0,22.8
47540.0,20.8799
47542.0,7.5
47546.0,27.8
47556.0,4.38
47561.0,20.3
47562.0,23.98
47564.0,23.88
47566.0,2.85
47568.0,2.28
47569.0,2.95
47570.0,2.48
47572.0,2.35
47573.0,2.6
47576.0,2.4
47577.0,20.8
47596.0,5.6
47603.0,5.5
47617.0,8.88
47627.0,9.5
47632.0,3.98
47642.0,3.28
47649.0,4.5
47650.0,4.2
47664.0,4.88
47667.0,6.6
47669.0,4.38
47707.0,6.38
47709.0,9.5
47718.0,1.95
47728.0,3.7
47732.0,5.5
47734.0,6.3
47736.0,8.38
47739.0,4.25
47746.0,3.6
47749.0,3.6
47755.0,4.28
47764.0,46.4
47766.0,5.75
47783.0,11.38
47787.0,0.8
47809.0,22.98
47826.0,13.5
47841.0,21.98
47854.0,8.6
47858.0,3.2
47862.0,4.08
47864.0,3.5
47867.0,3.55
47868.0,3.7
47881.0,5.58
47892.0,21.0
47895.0,23.58
47900.0,58.8
47903.0,18.8
47933.0,48.9
47936.0,48.0
47943.0,5.5
47984.0,5.0
47992.0,6.0
48008.0,5.18
48028.0,5.68
48034.0,5.6
48050.0,9.4
48051.0,5.6
48053.0,17.68
48056.0,18.9
48077.0,24.0
48078.0,25.8
48093.0,36.8
48096.0,2.68
48097.0,19.58
48099.0,19.3
48108.0,86.0
48118.0,9.57
48119.0,9.8
48120.0,9.78
48141.0,3.58
48147.0,18.38
48148.0,13.8
48169.0,4.3
48178.0,6.2
48181.0,19.88
48185.0,11.0
48190.0,68.5
48191.0,72.0
48195.0,26.28
48197.0,26.0
48200.0,27.8
48202.0,25.8
48220.0,12.87
48229.0,6.9
48234.0,5.5
48244.0,5.8
48248.0,14.88
48249.0,19.78
48257.0,6.7
48261.0,6.15
48264.0,6.88
48265.0,6.28
48273.0,2.6
48275.0,3.3
48283.0,36.8
48290.0,14.88
48294.0,14.68
48299.0,23.5
48315.0,11.88
48318.0,11.3
48329.0,12.68
48350.0,11.6
48353.0,10.38
48357.0,11.98
48358.0,12.8
48368.0,0.4
48384.0,15.48
48386.0,15.7
48400.0,3.2
48406.0,23.5
48415.0,4.5
48417.0,12.6
48449.0,8.98
48465.0,7.46
48493.0,4.25
48496.0,3.98
48499.0,12.0
48505.0,8.28
48506.0,8.0
48515.0,2.0
48518.0,16.6
48523.0,9.6
48528.0,2.88
48529.0,3.85
48539.0,3.1
48543.0,3.26
48554.0,21.5
48565.0,16.3799
48569.0,16.5
48570.0,17.5
48600.0,37.6
48630.0,16.8
48632.0,14.28
48636.0,5.0
48639.0,4.88
48654.0,2.0
48657.0,17.88
48664.0,42.98
48665.0,7.8
48675.0,22.68
48680.0,25.5
48682.0,22.5
48689.0,23.0
48703.0,28.5
48704.0,28.8
48707.0,27.0
48711.0,24.0
48716.0,26.28
48726.0,26.98
48734.0,3.5
48735.0,2.58
48737.0,3.5
48743.0,19.6
48745.0,20.3
48748.0,19.88
48758.0,7.78
48767.0,8.5
48771.0,9.28
48772.0,8.68
48773.0,29.2
48774.0,29.2
48775.0,14.9
48777.0,110.0
48811.0,11.58
48823.0,14.9
48828.0,38.98
48829.0,37.28
48830.0,41.8
48848.0,18.6
48849.0,14.3
48850.0,11.8
48851.0,15.8
48852.0,11.6
48853.0,18.86
48868.0,25.5
48869.0,28.8
48873.0,27.3
48892.0,21.7
48915.0,19.0
48976.0,8.5
48980.0,8.44
48989.0,5.88
49020.0,8.1
49029.0,18.5
49040.0,25.0
49042.0,22.8
49056.0,9.8
49058.0,8.9799
49059.0,8.23
49063.0,7.2
49069.0,3.88
49082.0,11.58
49097.0,3.2
49099.0,3.8
49100.0,3.45
49107.0,0.98
49137.0,3.28
49159.0,8.7
49168.0,5.8
49172.0,4.88
49173.0,5.5
49176.0,5.88
49179.0,1.6
49185.0,4.5
49207.0,21.98
49220.0,27.68
49229.0,17.5
49240.0,12.88
49243.0,26.0
49248.0,24.8
49253.0,27.98
49259.0,25.18
49262.0,26.3
49274.0,7.98
49282.0,10.5
49293.0,6.4
49295.0,15.8
49296.0,7.8
49297.0,5.98
49314.0,4.28
49326.0,5.58
49338.0,12.86
49340.0,13.5
49356.0,14.3
49363.0,13.58
49379.0,28.1
49394.0,5.2
49396.0,17.3
49401.0,12.5
49415.0,16.1
49433.0,3.48
49458.0,4.7
49461.0,10.28
49463.0,3.4
49464.0,2.1
49467.0,3.3
49470.0,5.25
49477.0,8.2
49479.0,24.2
49487.0,3.0
49488.0,3.98
49493.0,4.198
49494.0,24.8
49503.0,13.5
49507.0,16.8
49508.0,16.08
49513.0,14.1
49514.0,13.9
49520.0,4.1
49524.0,16.5
49527.0,64.5
49536.0,1.4
49537.0,73.5
49551.0,63.8
49555.0,5.9
49558.0,4.05
49559.0,5.38
49560.0,4.38
49561.0,3.95
49571.0,16.88
49602.0,3.98
49604.0,3.98
49606.0,3.98
49626.0,3.48
49628.0,7.8
49629.0,7.38
49633.0,4.88
49655.0,8.6
49662.0,23.0
49664.0,23.58
49672.0,19.6
49681.0,61.8
49686.0,8.9799
49693.0,5.5
49696.0,5.58
49699.0,3.68
49715.0,18.98
49722.0,18.18
49729.0,18.38
49730.0,18.5
49733.0,2.8
49745.0,1.8
49752.0,3.8
49764.0,7.5
49765.0,4.2
49767.0,9.18
49791.0,38.0
49793.0,43.9799
49796.0,30.88
49798.0,30.8
49800.0,38.38
49805.0,29.98
49837.0,4.38
49838.0,4.48
49839.0,4.8
49847.0,61.8
49848.0,62.5
49850.0,60.98
49852.0,65.0
49854.0,61.8
49866.0,11.0
49868.0,15.0
49874.0,9.37
49880.0,9.68
49886.0,9.48
49888.0,8.88
49889.0,11.68
49890.0,10.8
49910.0,18.98
49926.0,38.5
49937.0,4.8
49940.0,4.8
49952.0,12.28
49964.0,31.5
49976.0,12.5
49984.0,15.98
49987.0,14.0
49991.0,15.5
49994.0,14.2
50002.0,27.8
50009.0,8.0
50017.0,4.98
50019.0,39.8
50020.0,38.98
50022.0,15.8
50038.0,161.0
50044.0,10.89
50048.0,6.2
50052.0,8.58
50074.0,13.8
50080.0,13.2
50090.0,2.7
50095.0,2.75
50096.0,2.3
50100.0,2.28
50109.0,2.0
50115.0,2.5
50118.0,2.95
50121.0,2.8
50122.0,2.89
50123.0,2.1
50124.0,2.7
50127.0,6.8
50137.0,7.8
50158.0,6.68
50160.0,12.3
50185.0,6.0
50200.0,7.8
50211.0,10.38
50212.0,22.8
50213.0,23.0
50226.0,1.2
50233.0,8.1
50242.0,8.7
50248.0,8.5
50259.0,11.8
50263.0,13.2
50264.0,13.6
50267.0,11.68
50268.0,12.1
50277.0,12.58
50281.0,12.8
50287.0,5.5
50301.0,5.7
50311.0,25.58
50319.0,8.38
50322.0,5.25
50323.0,5.7
50325.0,5.48
50326.0,4.6
50328.0,4.6
50330.0,5.4
50344.0,3.35
50373.0,8.8
50388.0,16.0
50391.0,15.8
50397.0,17.2
50414.0,2.2
50418.0,6.56
50426.0,6.5
50441.0,12.88
50442.0,3.88
50447.0,3.18
50449.0,2.5
50456.0,2.4
50458.0,29.3
50472.0,17.88
50486.0,7.5
50487.0,8.8
50492.0,5.85
50493.0,6.18
50500.0,6.0
50514.0,7.5
50515.0,8.5
50526.0,8.8
50535.0,78.0
50546.0,17.58
50581.0,8.0
50588.0,11.38
50591.0,5.68
50593.0,5.68
50597.0,0.5
50599.0,42.5
50606.0,5.7
50619.0,21.5
50660.0,7.98
50663.0,24.3
50672.0,16.5799
50699.0,1.68
50703.0,40.0
50726.0,17.0
50728.0,16.8799
50764.0,17.3
50765.0,16.18
50778.0,14.6
50784.0,8.6
50787.0,19.0
50803.0,15.8
50804.0,14.9
50805.0,14.5
50807.0,19.3
50808.0,17.5799
50809.0,20.98
50820.0,14.3
50839.0,24.0
50842.0,8.8
50867.0,2.5
50869.0,1.28
50872.0,14.8
50877.0,13.3
50878.0,13.98
50881.0,7.3
50892.0,47.5
50897.0,4.45
50900.0,6.3
50910.0,5.4
50919.0,2.0
50921.0,12.8
50924.0,9.2
50936.0,8.9799
50939.0,8.5
50944.0,7.6
50948.0,8.8
50964.0,7.99
50968.0,29.2
50974.0,4.68
50976.0,6.8
50977.0,11.8
50992.0,9.6
51016.0,4.68
51022.0,10.24
51031.0,6.6
51034.0,6.4
51052.0,1.75
51062.0,1.8
51073.0,10.8
51078.0,9.8
51084.0,1.88
51086.0,16.58
51102.0,4.9
51117.0,3.88
51121.0,12.8
51122.0,15.8
51128.0,3.88
51139.0,1.8
51141.0,12.8
51167.0,14.8
51189.0,14.58
51236.0,12.0
51239.0,13.88
51251.0,6.58
51271.0,20.5
51283.0,18.0
51284.0,19.3
51285.0,17.98
51304.0,9.5
51307.0,9.88
51313.0,2.5
51337.0,10.0
51341.0,11.6
51364.0,11.88
51365.0,12.3
51370.0,11.58
51375.0,11.0
51383.0,3.28
51397.0,31.0
51401.0,31.0
51404.0,6.5
51425.0,8.3
51443.0,11.2
51447.0,10.8
51449.0,10.5
51453.0,4.3
51455.0,4.95
51456.0,5.0
51471.0,5.69
51472.0,5.4
51486.0,8.15
51487.0,7.6
51490.0,7.7
51498.0,8.9
51505.0,18.88
51506.0,16.9
51519.0,15.8
51526.0,17.88
51529.0,14.98
51532.0,5.98
51544.0,34.08
51547.0,6.8
51551.0,28.5
51555.0,6.38
51568.0,6.8
51579.0,6.5
51584.0,33.0
51590.0,15.98
51597.0,2.35
51598.0,1.95
51612.0,5.58
51623.0,22.0
51633.0,5.3
51635.0,17.8
51642.0,12.5
51648.0,11.0
51650.0,12.5
51653.0,4.3
51656.0,6.98
51666.0,31.0
51676.0,2.2
51691.0,48.8
51694.0,4.6
51699.0,3.0
51706.0,2.7
51724.0,7.5
51725.0,5.18
51727.0,5.8
51728.0,5.95
51729.0,4.1
51730.0,3.9
51732.0,8.0
51739.0,6.8
51754.0,9.2
51762.0,9.3
51788.0,8.2
51792.0,8.98
51794.0,7.99
51797.0,10.5
51798.0,9.3
51808.0,7.68
51812.0,10.28
51832.0,10.8
51834.0,11.6
51869.0,8.0
51887.0,7.88
51889.0,21.0
51900.0,2.38
51901.0,2.5
51907.0,2.5
51908.0,2.45
51909.0,2.55
51913.0,16.98
51915.0,12.28
51920.0,17.3
51925.0,9.6
51934.0,8.8
51935.0,7.99
51936.0,8.3
51940.0,8.18
51944.0,7.98
51956.0,9.28
51957.0,8.99
51964.0,7.28
51972.0,8.6
51973.0,2.75
51976.0,2.0
51977.0,56.6
51984.0,12.2
51996.0,9.0
51997.0,131.0
51999.0,4.0
52006.0,5.98
52027.0,3.5
52029.0,2.2
52037.0,4.28
52043.0,11.3
52065.0,7.6
52069.0,12.8
52077.0,11.7
52081.0,11.9
52092.0,2.18
52093.0,8.38
52094.0,7.38
52095.0,7.68
52115.0,10.68
52117.0,9.8
52121.0,5.38
52129.0,25.0
52132.0,7.5
52137.0,8.46
52138.0,8.5
52149.0,4.78
52166.0,13.95
52167.0,14.5
52184.0,14.4
52191.0,4.28
52197.0,36.2
52207.0,36.6
52219.0,4.98
52220.0,4.98
52223.0,4.5
52242.0,39.8
52245.0,41.88
52247.0,5.98
52253.0,5.6
52269.0,6.0
52280.0,6.6
52286.0,4.68
52307.0,4.99
52313.0,68.0
52318.0,68.88
52319.0,66.5
52345.0,14.68
52350.0,14.3
52352.0,14.5
52358.0,14.4
52361.0,14.98
52367.0,13.7
52371.0,13.15
52379.0,14.88
52385.0,14.8
52386.0,14.99
52387.0,13.88
52393.0,48.5
52395.0,7.3
52404.0,6.0
52412.0,7.28
52415.0,17.5
52424.0,12.6
52434.0,13.0
52440.0,6.85
52446.0,4.6
52468.0,4.58
52471.0,4.78
52505.0,12.98
52516.0,4.5
52551.0,7.26
52559.0,1.5
52565.0,5.98
52584.0,7.8
52600.0,8.4
52606.0,12.8
52610.0,0.88
52616.0,24.0
52618.0,19.98
52624.0,19.5799
52625.0,25.38
52626.0,24.8
52631.0,4.28
52637.0,0.99
52638.0,0.6
52642.0,1.9
52645.0,1.55
52648.0,23.0
52653.0,24.5
52659.0,22.98
52662.0,23.0
52675.0,7.0
52677.0,7.3
52686.0,3.8
52688.0,3.3
52710.0,3.6
52719.0,1.5
52723.0,12.4
52724.0,14.8
52728.0,7.4
52729.0,1.8
52732.0,1.58
52756.0,49.8
52762.0,54.0
52766.0,10.66
52772.0,9.97
52773.0,10.6
52774.0,9.0
52776.0,8.3
52791.0,12.9
52806.0,22.6
52808.0,21.98
52809.0,20.5
52814.0,5.68
52819.0,5.56
52821.0,5.5
52825.0,9.5
52831.0,9.99
52834.0,9.99
52837.0,9.5
52841.0,6.98
52842.0,9.3
52845.0,9.38
52856.0,17.5
52861.0,20.66
52864.0,17.58
52866.0,20.38
52873.0,21.3
52887.0,18.8
52896.0,17.8
52901.0,17.65
52915.0,19.8
52925.0,14.88
52928.0,11.0
52932.0,12.8
52936.0,22.0
52953.0,7.28
52974.0,10.8
52975.0,11.68
52976.0,11.5
52980.0,12.2
52983.0,9.98
52986.0,11.6
52989.0,0.88
52990.0,0.85
52991.0,0.9
53008.0,8.3
53011.0,18.38
53016.0,16.8
53034.0,14.4
53035.0,16.5
53049.0,5.5
53060.0,7.2
53065.0,1.56
53066.0,1.48
53069.0,1.98
53079.0,5.36
53086.0,12.8
53090.0,4.0
53091.0,4.7
53098.0,6.45
53120.0,1.6
53143.0,16.88
53147.0,5.1
53152.0,4.23
53167.0,4.7
53174.0,32.88
53177.0,11.0
53185.0,12.2
53215.0,12.38
53226.0,2.68
53228.0,2.68
53238.0,2.8
53251.0,3.9
53254.0,4.5
53261.0,2.38
53271.0,3.18
53275.0,7.49
53279.0,43.5
53286.0,9.8
53289.0,36.88
53299.0,9.5
53302.0,14.88
53308.0,14.88
53309.0,13.8
53325.0,6.2
53329.0,20.8
53332.0,20.8
53333.0,21.5
53335.0,20.88
53336.0,20.8799
53339.0,21.2
53348.0,19.98
53352.0,21.0
53365.0,17.98
53367.0,21.0
53368.0,20.98
53370.0,21.48
53395.0,21.5
53397.0,21.3
53404.0,22.0
53407.0,20.98
53428.0,21.5
53461.0,5.88
53486.0,8.5
53499.0,7.68
53500.0,8.2
53502.0,8.3
53509.0,31.18
53524.0,30.88
53534.0,6.3
53545.0,2.8
53567.0,0.95
53569.0,1.68
53571.0,8.4
53583.0,6.2
53603.0,4.85
53610.0,31.8
53614.0,7.6
53617.0,26.0
53619.0,9.4799
53622.0,8.5
53624.0,20.9
53650.0,3.5
53672.0,4.98
53676.0,3.45
53690.0,52.8
53692.0,55.8
53708.0,7.6
53714.0,6.2
53716.0,7.65
53727.0,7.58
53731.0,5.9
53735.0,5.2
53740.0,5.68
53747.0,5.4
53748.0,5.98
53764.0,5.68
53770.0,6.18
53773.0,5.9
53777.0,6.8
53782.0,6.5
53785.0,5.5
53791.0,6.88
53798.0,5.68
53808.0,6.7
53819.0,18.8
53831.0,4.98
53842.0,4.68
53843.0,4.78
53852.0,8.8
53855.0,6.8
53868.0,9.3
53877.0,8.5
53883.0,4.0
53887.0,6.0
53890.0,6.6
53903.0,20.8
53909.0,15.43
53917.0,11.9799
53919.0,13.5
53921.0,14.68
53930.0,5.38
53933.0,4.9
53936.0,6.88
