,real_price,pre_price
2303,6.8,5.864875
2304,21.98,21.870682
2305,9.5,8.70728
2306,35.98,34.79984
2307,4.08,3.2848978
2308,7.7,5.102168
2309,49.58,55.20804
2310,4.28,4.053684
2311,18.8,19.667095
2312,6.18,6.3853483
2313,4.88,4.1001596
2314,101.5,101.1268
2315,7.6,7.286979
2316,9.9,9.415831
2317,116.88,114.08904
2318,8.65,10.970251
2319,13.5,14.730133
2320,6.38,6.535735
2321,15.88,14.571433
2322,13.9,13.055318
2323,4.8,5.3593245
2324,22.8,21.661118
2325,19.68,23.959036
2326,7.9,7.368881
2327,21.78,21.677351
2328,16.3,17.348469
2329,53.5,52.59214
2330,3.28,2.458599
2331,12.3,10.793802
2332,10.5,10.497344
2333,16.5,17.69775
2334,7.2,6.4796968
2335,1.5,2.0707698
2336,23.6,34.51305
2337,10.0,11.729943
2338,12.68,12.906037
2339,6.98,7.8855267
2340,17.0,16.495298
2341,5.2,5.15049
2342,19.8799,17.745226
2343,11.0,12.189954
2344,6.68,6.563643
2345,13.38,13.082996
2346,6.98,4.4475102
2347,8.9,9.252309
2348,3.88,3.647779
2349,24.88,20.74863
2350,20.88,23.555046
2351,14.68,14.681318
2352,5.98,6.834557
2353,3.99,3.4419868
2354,43.0,50.62494
2355,14.7,15.060413
2356,5.28,5.135659
2357,16.8,15.760876
2358,43.8,36.856167
2359,9.6,9.284147
2360,13.3,13.063156
2361,15.56,16.235865
2362,3.69,2.3885894
2363,56.1,56.424553
2364,7.68,7.391451
2365,10.38,9.80314
2366,6.48,7.370896
2367,9.3,8.973388
2368,11.5,9.9636
2369,44.8,48.238293
2370,11.12,11.850371
2371,6.8,6.2940226
2372,8.7,9.460353
2373,4.0,5.4974008
2374,11.78,11.815762
2375,16.8,15.057027
2376,14.8,14.588327
2377,17.5799,17.928526
2378,4.7,6.622541
2379,34.2,36.48089
2380,18.9,17.97259
2381,6.6,8.164576
2382,7.38,6.482624
2383,8.98,7.010475
2384,18.0,18.781149
2385,7.98,8.187484
2386,63.6,56.909107
2387,8.64,8.261609
2388,11.68,11.425831
2389,16.8,15.447498
2390,11.28,13.487494
2391,20.98,19.394464
2392,20.98,21.19983
2393,21.5,22.704538
2394,9.8,9.520698
2395,25.8,24.41946
2396,8.5,7.0522146
2397,8.38,8.307723
2398,19.18,20.57157
2399,7.48,6.7376003
2400,36.0,36.21355
2401,6.3,7.0335846
2402,7.68,8.146539
2403,11.8,11.2436285
2404,21.0,20.53734
2405,12.18,11.78676
2406,6.18,4.6500764
2407,12.9,10.627864
2408,23.3799,22.299192
2409,7.95,7.4849405
2410,40.8,40.977047
2411,10.1199,10.026361
2412,3.3,2.4789536
2413,11.88,13.143269
2414,36.0,35.443394
2415,9.6,9.790455
2416,16.3799,17.91333
2417,8.08,9.12905
2418,7.86,9.333269
2419,48.8,51.353348
2420,36.6,34.746098
2421,22.2,20.698196
2422,9.4,8.747728
2423,12.8,13.258964
2424,21.98,22.833664
2425,8.98,10.985129
2426,2.58,3.3645518
2427,4.18,3.593392
2428,11.88,11.143805
2429,9.58,8.303485
2430,2.0,2.224552
2431,48.0,50.876476
2432,8.6899,9.20416
2433,12.98,12.045898
2434,11.3,12.9834175
2435,22.3,22.584215
2436,48.0,51.32076
2437,8.5,9.204066
2438,13.5,12.31889
2439,22.98,19.79062
2440,17.18,16.16857
2441,22.5,23.43414
2442,15.8,16.636248
2443,7.98,7.2770824
2444,59.8,58.31118
2445,4.6,3.2351985
2446,28.5,25.847786
2447,9.38,7.7300935
2448,19.98,21.935783
2449,5.38,5.7503066
2450,15.3,13.260973
2451,14.5,13.754749
2452,3.88,4.8040795
2453,41.8,41.94592
2454,17.0,14.499875
2455,8.8,6.65713
2456,6.28,5.6127067
2457,8.2,8.834887
2458,16.5,16.64924
2459,6.1,9.530798
2460,2.28,3.05528
2461,18.68,18.600122
2462,5.9,6.7755723
2463,30.2,31.776617
2464,19.5,19.982752
2465,29.6,29.537912
2466,6.8,7.0949874
2467,24.98,25.007702
2468,4.98,4.666927
2469,5.6,6.8008294
2470,22.6,21.295078
2471,5.12,8.032066
2472,9.38,9.643917
2473,8.88,8.36974
2474,12.98,12.6745825
2475,5.98,5.428671
2476,6.35,7.3247128
2477,17.5,17.54833
2478,7.3,8.240461
2479,4.3,4.631721
2480,35.8,33.82038
2481,42.6,42.062305
2482,21.9,21.777245
2483,18.5,18.963129
2484,0.88,1.8548255
2485,17.08,17.625174
2486,42.0,41.39503
2487,10.88,10.425985
2488,2.3,1.8175747
2489,6.0,6.2001624
2490,8.5,7.7387323
2491,7.68,7.7014503
2492,7.13,5.3385916
2493,6.28,6.217455
2494,17.48,17.520866
2495,2.5,2.6050427
2496,4.68,7.899348
2497,13.8,14.259072
2498,12.0,11.57731
2499,15.7,11.434711
2500,14.5,14.589791
2501,13.8,15.243562
2502,20.98,24.551188
2503,16.6,16.520372
2504,9.0,9.278862
2505,5.3,4.8874397
2506,11.52,12.130166
2507,6.28,5.9289794
2508,9.5,6.409027
2509,13.28,9.786758
2510,17.98,17.092896
2511,2.0,1.3909245
2512,11.2,9.431675
2513,19.0,18.774488
2514,5.2,5.928259
2515,6.8,6.5347834
2516,6.7,6.2730513
2517,6.68,6.8378353
2518,22.8,21.906012
2519,4.78,3.4747546
2520,4.6,3.3855653
2521,7.38,8.030857
2522,6.6,5.8940473
2523,5.0,5.826708
2524,7.2,6.4446487
2525,34.39,31.633629
2526,11.4,10.222074
2527,12.8,13.460205
2528,7.7,9.431117
2529,9.3,9.149509
2530,42.88,44.63587
2531,9.9,11.083183
2532,3.88,4.0000706
2533,7.68,8.202915
2534,12.68,12.63349
2535,21.0,21.159782
2536,7.5,6.4760947
2537,4.48,4.363689
2538,11.28,12.673538
2539,23.2,22.329023
2540,17.8,14.086003
2541,11.98,11.2972975
2542,6.3,6.098799
2543,5.8,6.9784727
2544,6.78,5.7946434
2545,15.8,15.911636
2546,5.13,3.912516
2547,8.58,8.820864
2548,26.0,25.707378
2549,21.98,21.213621
2550,7.88,8.645759
2551,7.98,7.0651736
2552,6.88,7.5861316
2553,7.58,7.0267515
2554,57.9,49.53719
2555,7.9,6.416093
2556,11.9,10.393991
2557,8.68,7.3406796
2558,19.0,15.538633
2559,19.9,21.478266
2560,37.98,38.680714
2561,5.3,4.7356887
2562,6.21,6.432093
2563,11.98,12.531762
2564,1.88,2.1411195
2565,6.38,5.9173565
2566,11.6,8.376808
2567,5.88,5.3199444
2568,55.3,49.744892
2569,4.58,4.9427176
2570,13.55,12.75101
2571,6.9,4.962322
2572,12.38,10.029887
2573,13.98,13.741449
2574,16.8,15.641722
2575,8.9799,9.200076
2576,3.68,4.401321
2577,9.18,10.164786
2578,15.68,15.608587
2579,3.78,4.374077
2580,9.22,9.451284
2581,9.58,8.970602
2582,11.8,11.2013035
2583,1.48,2.239261
2584,8.5,7.7233295
2585,78.0,66.95109
2586,12.9799,13.770613
2587,2.92,3.2464626
2588,6.58,6.334015
2589,5.78,3.7919931
2590,15.8,14.713644
2591,27.8,26.886362
2592,11.5,11.352047
2593,1.8,2.1599362
2594,3.5,4.162692
2595,175.8,144.43523
2596,10.7,11.325269
2597,12.3,10.945557
2598,8.5,10.263531
2599,19.8,19.623125
2600,24.3,22.217497
2601,6.0,5.899255
2602,8.8,9.64898
2603,17.5799,16.56147
2604,19.1,23.541433
2605,11.68,11.605592
2606,3.8,3.1813717
2607,14.28,13.202008
2608,8.58,8.799552
2609,3.38,6.4388256
2610,14.0,14.406302
2611,6.66,6.2464848
2612,4.75,6.317278
2613,18.0,20.00851
2614,16.6,12.419408
2615,16.9,18.923794
2616,4.5,5.2966394
2617,30.5,31.824572
2618,26.8,26.457457
2619,5.68,5.488771
2620,43.88,41.208733
2621,3.18,3.085156
2622,3.5,6.3945246
2623,2.48,5.027836
2624,6.48,6.346206
2625,10.5,9.350345
2626,12.88,13.054859
2627,2.3,2.2540069
2628,15.5,16.462027
2629,7.28,6.8618307
2630,7.32,15.646915
2631,2.8,5.352804
2632,45.5,43.44652
2633,4.18,4.1912174
2634,11.58,10.697352
2635,23.18,23.019653
2636,18.8,20.515392
2637,9.6,9.451602
2638,9.98,9.356715
2639,10.5,9.661015
2640,28.8,30.492327
2641,10.5,9.468188
2642,40.0,41.548355
2643,27.5,26.607662
2644,5.88,6.80123
2645,8.0,7.5732336
2646,11.68,10.888945
2647,5.68,4.286392
2648,148.0,122.860435
2649,9.8,9.958981
2650,26.68,26.26723
2651,9.9,9.177479
2652,2.6,3.3405094
2653,4.58,5.0958467
2654,29.0,27.865795
2655,14.5,15.502792
2656,9.6,8.876961
2657,3.4,2.9853942
2658,2.55,3.2609992
2659,7.2,7.418895
2660,27.68,25.296528
2661,24.5,23.34841
2662,11.32,11.060328
2663,38.1,37.444534
2664,1.78,2.5969746
2665,3.98,4.5783553
2666,27.8,26.734474
2667,2.98,2.8643088
2668,26.8,25.016502
2669,7.2,5.8196697
2670,3.2,4.829387
2671,3.9,4.2214804
2672,14.38,13.085375
2673,66.5,60.647865
2674,1.52,2.1936119
2675,3.58,4.2267227
2676,2.48,3.257448
2677,8.8,10.863599
2678,21.5,21.575306
2679,11.0,11.187993
2680,57.8,53.17008
2681,7.08,6.152582
2682,19.8,20.971125
2683,10.68,11.3013
2684,11.18,11.318856
2685,16.98,16.231604
2686,7.38,7.8149443
2687,8.2,9.756025
2688,11.68,11.665731
2689,6.28,4.9959164
2690,8.38,8.956141
2691,9.5,8.260132
2692,8.9,8.1020975
2693,14.3,17.114136
2694,7.9,7.3472204
2695,6.28,6.44067
2696,9.98,9.764585
2697,8.88,8.657699
2698,3.98,4.685926
2699,9.5,9.589057
2700,8.5,9.3998
2701,19.0,22.954237
2702,4.7,3.8787038
2703,6.59,6.4936748
2704,6.68,6.754912
2705,20.68,21.952347
2706,6.88,6.159859
2707,8.98,9.096688
2708,3.88,3.3545074
2709,7.0,9.106513
2710,4.28,4.869059
2711,4.95,5.535306
2712,11.68,9.10931
2713,10.0,10.636668
2714,5.88,4.2452207
2715,5.5,5.5561314
2716,8.9799,7.903637
2717,25.68,25.251995
2718,5.68,5.999258
2719,8.48,7.0342417
2720,15.58,15.561745
2721,1.1,1.8995886
2722,5.3,5.769483
2723,9.8,9.719321
2724,22.5,18.564238
2725,8.8,7.837169
2726,22.8,22.257696
2727,45.6,35.468666
2728,6.18,5.0203114
2729,4.78,4.240478
2730,6.38,6.461715
2731,0.55,1.2932662
2732,5.38,7.3249383
2733,8.5,10.356933
2734,1.3,2.2386389
2735,4.35,3.670762
2736,14.88,11.678985
2737,10.5,10.852087
2738,11.1,11.212993
2739,5.38,5.219249
2740,12.38,11.424135
2741,12.6,12.547
2742,11.98,12.169624
2743,2.2799,2.3513153
2744,28.48,27.32835
2745,21.7,21.61297
2746,20.5,20.396154
2747,24.38,25.48873
2748,25.8,23.081783
2749,27.5,27.087872
2750,10.5,10.683731
2751,6.6,5.8328624
2752,4.0,5.402772
2753,52.99,52.25694
2754,5.98,6.2595596
2755,11.38,13.280083
2756,4.18,3.7975087
2757,4.6,4.241292
2758,7.8,7.4181967
2759,2.6,3.093522
2760,13.6,12.625208
2761,23.18,24.48587
2762,49.2,59.111584
2763,19.5,18.912365
2764,8.18,7.0621967
2765,21.98,21.635447
2766,17.0,16.701632
2767,14.3,12.983218
2768,96.0,98.03556
2769,16.88,16.37297
2770,11.5,12.882882
2771,25.58,24.649366
2772,9.8,7.70315
2773,3.6,3.9585016
2774,34.5,35.194035
2775,16.8,15.49302
2776,22.98,23.706675
2777,4.6,5.3972015
2778,14.5,14.596183
2779,41.9799,39.842575
2780,6.5,5.863666
2781,25.98,28.63397
2782,16.3,16.606672
2783,12.8,13.203204
2784,19.9,20.19659
2785,2.5,2.5478368
2786,24.58,16.395876
2787,6.2,5.66235
2788,3.8,2.8228898
2789,7.18,7.0665336
2790,37.2,34.919563
2791,4.28,3.8564682
2792,28.1,19.698896
2793,6.58,5.5483165
2794,12.4799,11.352208
2795,12.88,12.040246
2796,12.54,12.484862
2797,6.18,6.097954
2798,13.8,12.033688
2799,13.28,12.688623
2800,6.3,6.2158427
2801,5.5,4.6325727
2802,2.38,2.2488322
2803,2.95,3.4825375
2804,14.2,11.527556
2805,6.6,5.989016
2806,19.98,19.445862
2807,7.98,7.4900274
2808,9.8,9.648205
2809,21.98,22.648457
2810,11.0,12.458306
2811,41.0,35.933426
2812,12.5,11.4075775
2813,46.8,38.99755
2814,17.95,17.716537
2815,23.98,20.900599
2816,6.98,5.962663
2817,10.58,11.095719
2818,6.9,7.251506
2819,13.3,13.739661
2820,10.5,10.892071
2821,19.6,18.697542
2822,9.0,8.693424
2823,12.5,11.261482
2824,13.98,14.099132
2825,17.5,17.740105
2826,13.0,14.046905
2827,15.5,16.337763
2828,4.8,3.9635847
2829,4.98,3.8604622
2830,2.7,4.0900683
2831,13.0,13.550278
2832,2.5,2.6392832
2833,9.52,9.979398
2834,9.8,8.562352
2835,14.8,14.716924
2836,5.8,5.890498
2837,22.98,22.809605
2838,7.8,8.755229
2839,10.96,10.753638
2840,3.85,4.6628084
2841,28.8,24.564228
2842,5.99,6.8635144
2843,8.9799,8.592656
2844,6.3,6.830213
2845,10.2,9.399025
2846,7.8,6.9437428
2847,10.8,9.752754
2848,22.58,22.343384
2849,6.98,6.438951
2850,9.9799,10.115582
2851,6.8,6.549366
2852,16.52,17.67208
2853,29.8,28.047054
2854,17.0,13.704108
2855,6.98,7.715007
2856,23.3,24.27251
2857,7.98,9.228883
2858,228.0,150.54672
2859,7.38,7.773561
2860,17.8,18.673388
2861,15.8,15.712104
2862,12.4,11.958585
2863,29.5,32.537685
2864,25.8,24.17141
2865,2.98,3.397205
2866,9.5,9.420602
2867,8.4,8.735544
2868,3.5,2.000834
2869,86.8,103.62669
2870,8.8,8.174115
2871,93.88,105.54303
2872,5.28,6.7866054
2873,73.98,81.02819
2874,8.38,8.00676
2875,3.8,5.0796633
2876,6.2,7.273642
2877,22.8,21.081608
2878,7.89,6.5013814
2879,14.5,14.797085
2880,7.58,6.40969
2881,5.0,5.2535033
2882,28.0,32.100487
2883,14.6,13.617562
2884,7.3,7.271094
2885,5.88,5.9136295
2886,18.0,19.55513
2887,64.5,64.68922
2888,7.0,6.2024317
2889,7.0,9.459847
2890,19.5,19.72639
2891,31.98,31.898954
2892,24.8,26.472282
2893,18.0,17.860588
2894,7.98,7.8407583
2895,10.0,9.695388
2896,25.5,25.20698
2897,5.8,5.5338492
2898,4.58,4.608019
2899,2.98,3.272024
2900,6.58,6.447648
2901,14.0,12.989799
2902,7.68,7.660985
2903,16.68,16.812601
2904,4.38,5.102257
2905,7.18,6.3433795
2906,12.6,14.028437
2907,16.58,16.40342
2908,15.8,13.812363
2909,7.2,8.159999
2910,19.58,17.573072
2911,10.85,8.6472645
2912,6.05,5.601049
2913,10.3,11.555121
2914,5.98,7.1455517
2915,2.35,2.2735891
2916,25.5,26.598291
2917,19.6,21.128103
2918,22.58,29.398779
2919,3.8,4.567655
2920,14.66,12.865211
2921,7.6,7.4278193
2922,9.5,10.344824
2923,13.6,15.561342
2924,4.5,2.8309278
2925,12.88,10.60424
2926,7.1,8.061267
2927,24.5,24.43352
2928,4.6,5.7485723
2929,8.6,8.455089
2930,16.5,15.716835
2931,18.0,16.13047
2932,27.8,32.52058
2933,1.98,2.512145
2934,6.38,6.261848
2935,9.98,9.705405
2936,10.38,9.917698
2937,5.58,7.1727552
2938,9.58,10.067
2939,22.8,24.570877
2940,18.0,15.065557
2941,4.5,3.6803293
2942,15.8,14.199487
2943,9.68,12.055535
2944,3.98,3.5793128
2945,1.3798,1.1722206
2946,46.7,40.92114
2947,13.88,14.662051
2948,32.88,33.99085
2949,13.58,10.176404
2950,3.38,2.3507385
2951,49.5,48.378853
2952,23.32,23.576689
2953,7.3,8.111091
2954,45.8,46.900593
2955,4.6,5.302532
2956,31.98,30.434702
2957,18.5,18.268463
2958,8.9,8.9114685
2959,13.98,14.352059
2960,29.8,21.013386
2961,4.9,4.862413
2962,7.9,8.18042
2963,16.9,15.798434
2964,5.0,4.568739
2965,6.8,6.454647
2966,1.95,1.6543844
2967,12.3,11.080785
2968,2.2,2.877287
2969,25.6,23.470982
2970,5.1,7.7265596
2971,9.58,9.965111
2972,28.0,22.2221
2973,20.58,20.241776
2974,9.6,8.753873
2975,15.6,10.661751
2976,2.48,2.5696127
2977,8.2,8.056961
2978,4.5,3.2360032
2979,13.5,12.838714
2980,19.98,20.080423
2981,3.98,3.70011
2982,39.5,40.709248
2983,42.0,41.999
2984,4.6,5.8565435
2985,22.98,20.506735
2986,1.8,2.1407666
2987,3.2,3.1236475
2988,20.8,19.672869
2989,2.0,1.3911183
2990,4.2,3.9695766
2991,6.8,5.5728436
2992,12.8,9.869849
2993,11.9,11.64949
2994,5.18,3.9822173
2995,10.5,9.396758
2996,11.88,10.973995
2997,6.2,5.6096334
2998,24.8,22.661077
2999,7.8,7.792188
3000,23.5,20.973595
3001,16.8,15.296568
3002,26.5,26.070751
3003,7.85,9.317617
3004,19.0,15.25171
3005,17.35,18.20204
3006,9.78,9.78097
3007,8.58,7.376239
3008,4.68,5.514825
3009,13.8,16.369326
3010,20.48,21.762745
3011,16.2,16.31297
3012,3.65,3.572071
3013,35.68,32.361904
3014,11.7,9.383867
3015,3.98,3.0865803
3016,4.68,5.5113525
3017,4.0,3.6952958
3018,11.2,11.219979
3019,3.78,2.7272668
3020,16.8,16.800077
3021,14.28,12.522112
3022,15.88,15.575155
3023,7.38,7.323457
3024,6.9,8.812356
3025,2.8,3.7891505
3026,6.65,7.1781206
3027,8.38,8.14819
3028,13.5,11.539086
3029,15.3,16.799528
3030,12.6,12.602496
3031,4.18,5.6989117
3032,13.98,13.56052
3033,15.8,15.432183
3034,7.5,6.9503055
3035,8.8,7.4640646
3036,2.98,3.6129465
3037,4.9,5.017217
3038,16.2,16.295378
3039,6.22,6.829881
3040,12.0,13.676917
3041,24.68,24.938353
3042,21.8,21.929424
3043,5.68,6.087109
3044,4.98,5.7531996
3045,16.58,16.287186
3046,6.98,7.0719852
3047,16.6,16.349112
3048,10.6,9.797288
3049,8.9,10.262954
3050,15.88,16.591425
3051,22.3,22.63275
3052,1.6,1.7621217
3053,12.2,15.333444
3054,9.98,9.681009
3055,17.5,18.989271
3056,7.98,8.533094
3057,23.07,19.32046
3058,19.0,19.239923
3059,11.6,11.513345
3060,9.98,9.579189
3061,15.8,14.754335
3062,7.38,6.74175
3063,8.8,8.22277
3064,14.68,13.928384
3065,21.5799,20.296711
3066,19.15,21.280695
3067,7.68,7.203985
3068,2.7,2.4280026
3069,9.2,8.041875
3070,24.1,25.83497
3071,43.18,43.694023
3072,18.68,18.6182
3073,4.0,3.8342333
3074,11.35,8.162075
3075,13.6,13.679552
3076,6.03,6.2086005
3077,4.4,4.8713837
3078,13.68,11.807548
3079,6.0,6.084907
3080,48.5,48.641888
3081,12.8,13.298731
3082,1.88,1.6272848
3083,13.5,13.65284
3084,13.38,12.629011
3085,5.8,5.2579665
3086,17.98,13.947962
3087,13.68,10.908222
3088,16.8,18.360052
3089,41.6,41.143955
3090,12.48,13.450499
3091,6.8,7.458372
3092,17.6,15.110006
3093,3.18,3.7561471
3094,8.4,8.080995
3095,1.88,2.3919985
3096,6.85,6.21225
3097,2.18,2.6653786
3098,7.8,6.32026
3099,8.5,7.7806044
3100,4.3,5.1283054
3101,16.5,14.410082
3102,8.38,8.572448
3103,6.98,3.9653497
3104,12.0,11.88774
3105,8.18,8.835536
3106,4.0,4.7741146
3107,9.38,8.795342
3108,14.2,13.16084
3109,3.35,2.6049173
3110,13.8,12.801064
3111,11.3,13.916059
3112,36.98,34.064236
3113,7.5,7.4091797
3114,1.89,2.6197977
3115,23.2,22.033998
3116,2.99,1.931833
3117,18.68,18.310602
3118,3.2,3.242466
3119,2.2799,3.864359
3120,23.8,24.696499
3121,7.8,8.21433
3122,16.18,17.137545
3123,4.58,4.814668
3124,11.5,14.028551
3125,31.0,28.295279
3126,5.68,7.343509
3127,3.0,2.4802935
3128,19.7,18.12475
3129,8.18,8.946361
3130,10.28,7.2041154
3131,14.8,14.928352
3132,5.8,5.8668175
3133,29.8,28.290134
3134,6.5,6.6782103
3135,7.38,6.7933683
3136,11.68,11.163878
3137,16.1,17.14711
3138,11.25,11.034055
3139,28.5,33.926167
3140,4.18,5.243647
3141,17.98,16.767576
3142,9.68,10.706616
3143,25.58,25.735775
3144,9.8,10.535874
3145,4.99,5.91511
3146,17.8,20.267626
3147,13.98,13.035562
3148,2.38,2.844931
3149,20.5,20.93537
3150,9.7,9.909398
3151,16.5,16.14339
3152,6.6,7.62978
3153,10.98,8.038258
3154,10.9,7.824073
3155,6.6,5.4173727
3156,8.0,9.445192
3157,6.7,6.324095
3158,6.88,5.460025
3159,7.36,5.8866315
3160,18.88,20.166847
3161,36.66,36.968372
3162,16.36,16.758114
3163,15.43,18.94832
3164,3.6,2.6560116
3165,10.88,11.561451
3166,5.85,5.973414
3167,5.88,6.111226
3168,28.6,27.569746
3169,26.5,25.134544
3170,12.38,9.030662
3171,15.8,16.333813
3172,13.0,13.097026
3173,5.98,5.1543574
3174,5.98,6.4136543
3175,11.8,11.634431
3176,14.98,15.35347
3177,11.0,10.521258
3178,10.9799,10.984778
3179,7.5,6.9988737
3180,36.38,38.162617
3181,10.5,9.1505165
3182,4.98,5.0258393
3183,1.35,2.0331378
3184,13.5,12.842606
3185,15.75,14.939877
3186,23.8,24.82775
3187,38.08,43.612823
3188,5.86,6.4976797
3189,10.88,9.39351
3190,37.68,36.725235
3191,5.99,4.0522013
3192,5.95,7.3799353
3193,5.9,5.0332623
3194,5.2,7.397838
3195,13.58,11.532897
3196,5.98,5.5105314
3197,26.0,21.57317
3198,44.98,44.418835
3199,16.1,13.785302
3200,13.0,12.400231
3201,6.58,5.478284
3202,5.68,6.5613985
3203,9.3,7.940826
3204,25.88,25.416187
3205,15.0,13.2077265
3206,9.88,10.260351
3207,2.18,2.7896576
3208,26.88,25.040552
3209,13.88,14.798047
3210,5.3,4.7748184
3211,34.5,36.831123
3212,3.9,3.2962265
3213,9.38,8.055379
3214,3.8,3.3458822
3215,6.18,5.72752
3216,5.85,6.1252317
3217,21.5,20.116186
3218,15.7,13.889989
3219,6.8,7.2125244
3220,11.8,12.041529
3221,26.8,25.132715
3222,13.8,12.451353
3223,23.5,24.275042
3224,6.66,5.99638
3225,9.38,9.229325
3226,5.4,4.3027487
3227,15.3,14.2567215
3228,15.3,15.099843
3229,5.5,5.164231
3230,8.5,8.497475
3231,8.8,7.496733
3232,1.9,1.2452664
3233,5.65,5.207003
3234,39.38,44.4454
3235,13.5,14.410401
3236,6.78,5.956826
3237,22.8,23.40625
3238,7.48,6.025802
3239,16.38,17.372055
3240,8.66,9.017912
3241,23.58,22.618387
3242,6.75,7.6439304
3243,11.0,10.177841
3244,14.3,14.356795
3245,17.8,17.524448
3246,4.0,3.9510543
3247,9.5,7.6800194
3248,12.1,12.892057
3249,7.5,8.22586
3250,19.99,20.185038
3251,30.8,31.89273
3252,22.98,22.840227
3253,29.6,32.412674
3254,13.5,15.913678
3255,19.0,17.13972
3256,5.18,5.286963
3257,8.98,8.63851
3258,2.68,2.7554624
3259,17.0,16.21921
3260,9.88,9.567686
3261,21.8,22.411215
3262,53.0,47.87746
3263,11.4,12.906037
3264,5.3,5.4951677
3265,13.5,14.559708
3266,4.1,5.396819
3267,19.98,21.040834
3268,5.78,5.4939384
3269,12.98,12.594821
3270,11.8,10.340731
3271,25.9,26.280699
3272,33.8,34.68788
3273,3.56,2.494317
3274,19.8,21.553349
3275,29.8,30.630262
3276,15.8,16.618792
3277,9.6,8.848137
3278,20.5,20.389353
3279,8.68,7.2104797
3280,13.8,13.912285
3281,26.0,30.833845
3282,4.5,4.2359586
3283,22.5,20.427212
3284,8.38,7.139421
3285,20.8,22.008457
3286,21.98,23.259394
3287,10.98,7.8398714
3288,24.5,23.45984
3289,4.68,3.0876331
3290,20.58,21.055603
3291,2.8,2.5157788
3292,4.28,4.1744533
3293,18.2,18.786697
3294,36.8,36.518333
3295,3.38,3.8536868
3296,20.7,18.236794
3297,16.8,18.039251
3298,14.48,15.083316
3299,6.8,7.7673497
3300,3.5,3.178451
3301,4.0,5.0831184
3302,7.58,7.071411
3303,5.5,4.905702
3304,20.5,17.459845
3305,5.68,6.4418044
3306,11.5,11.0777
3307,34.0,32.858765
3308,3.58,2.0811968
3309,22.98,22.64099
3310,28.6,28.491537
3311,13.6,13.47862
3312,4.5,4.4938693
3313,28.0,29.355387
3314,22.3,22.584215
3315,28.66,31.453213
3316,3.48,3.7961006
3317,8.38,9.786917
3318,18.28,17.812073
3319,10.38,10.619152
3320,3.8,4.2548056
3321,57.9,65.99105
3322,4.38,3.801547
3323,129.8,116.18471
3324,15.5,16.467066
3325,17.2,16.326538
3326,9.2,9.21119
3327,43.6,37.3012
3328,4.48,6.5148134
3329,3.0,2.2133386
3330,21.8,24.89467
3331,20.68,20.79556
3332,2.55,2.4625206
3333,9.28,9.162616
3334,19.5,20.13001
3335,10.56,13.009775
3336,23.6,24.988945
3337,11.3,12.811023
3338,6.88,6.6376085
3339,96.0,84.14844
3340,7.1,6.4621983
3341,12.5,10.333632
3342,15.98,16.245808
3343,6.88,6.3211513
3344,26.8,27.109356
3345,17.38,20.266031
3346,16.48,17.622786
3347,11.98,9.903507
3348,5.38,5.12594
3349,8.28,7.209066
3350,5.3,5.1361904
3351,7.15,7.327068
3352,30.5,27.262232
3353,8.3,8.968053
3354,52.8,58.195316
3355,29.6,29.07201
3356,2.68,2.724658
3357,6.3,7.682059
3358,19.3,19.356216
3359,8.8,9.933433
3360,17.0,17.00177
3361,7.05,9.062478
3362,4.2,4.0066977
3363,8.8,8.108086
3364,7.88,8.173574
3365,8.78,8.891441
3366,1.88,2.0225406
3367,9.28,11.0377245
3368,5.8,6.081603
3369,26.05,24.292461
3370,11.38,12.662062
3371,8.38,7.916344
3372,23.8,16.999027
3373,1.83,2.3873663
3374,22.98,22.022423
3375,12.88,11.99865
3376,11.18,10.511725
3377,4.18,4.006067
3378,14.9,13.430035
3379,15.68,13.04954
3380,45.5,58.921894
3381,35.5,35.169376
3382,6.35,6.9701443
3383,3.96,3.3573408
3384,3.5,2.977594
3385,14.38,13.494485
3386,9.6,9.558039
3387,15.58,17.960667
3388,8.0,10.921901
3389,23.18,22.471956
3390,16.0,16.983713
3391,7.58,6.8875337
3392,20.8,21.222044
3393,0.38,1.0178769
3394,32.8,32.63436
3395,17.8,17.837431
3396,7.5,10.968091
3397,3.6,3.379123
3398,5.58,5.1109934
3399,9.8,8.230289
3400,9.8,8.232238
3401,27.5,28.41836
3402,14.58,13.472576
3403,5.18,5.004173
3404,6.98,7.200116
3405,46.88,55.07574
3406,17.3,14.99412
3407,42.68,39.33208
3408,3.38,2.672681
3409,4.24,4.3307543
3410,34.6,33.46161
3411,6.08,7.5888996
3412,14.6,14.276877
3413,26.0,27.32532
3414,22.5,23.64277
3415,7.58,6.7499456
3416,41.5,41.116894
3417,4.88,4.5668755
3418,3.15,2.8533678
3419,14.0,15.8753605
3420,23.8,26.06493
3421,4.38,4.4659166
3422,22.5,19.81221
3423,6.1,6.9843903
3424,6.98,6.294272
3425,4.2,6.099831
3426,15.8,15.754686
3427,3.95,3.0245342
3428,8.8,8.314509
3429,14.5,13.871761
3430,17.68,16.647528
3431,9.2,8.978265
3432,6.6,7.5245333
3433,25.5,25.59425
3434,3.55,4.1501517
3435,24.8,25.219059
3436,10.68,11.59328
3437,10.9799,11.453999
3438,2.98,3.55834
3439,21.58,21.07195
3440,56.93,53.37491
3441,9.38,9.871375
3442,48.88,40.20836
3443,33.0,30.564734
3444,15.5,14.624902
